"initial_block","block_transitioned_to","agegrp","sex","oud","distribution","param1","param2"
"Buprenorphine","Methadone","20_24","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","20_24","Female","Active","norm",0,0
"Buprenorphine","Methadone","20_24","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","25_29","Male","Active","norm",0,0
"Buprenorphine","Methadone","25_29","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","25_29","Female","Active","norm",0,0
"Buprenorphine","Methadone","25_29","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","30_34","Male","Active","norm",0,0
"Buprenorphine","Methadone","30_34","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","30_34","Female","Active","norm",0,0
"Buprenorphine","Methadone","30_34","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","35_39","Male","Active","norm",0,0
"Buprenorphine","Methadone","35_39","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","35_39","Female","Active","norm",0,0
"Buprenorphine","Methadone","35_39","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","40_44","Male","Active","norm",0,0
"Buprenorphine","Methadone","40_44","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","40_44","Female","Active","norm",0,0
"Buprenorphine","Methadone","40_44","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","45_49","Male","Active","norm",0,0
"Buprenorphine","Methadone","45_49","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","45_49","Female","Active","norm",0,0
"Buprenorphine","Methadone","45_49","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","50_54","Male","Active","norm",0,0
"Buprenorphine","Methadone","50_54","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","50_54","Female","Active","norm",0,0
"Buprenorphine","Methadone","50_54","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","55_59","Male","Active","norm",0,0
"Buprenorphine","Methadone","55_59","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","55_59","Female","Active","norm",0,0
"Buprenorphine","Methadone","55_59","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","60_64","Male","Active","norm",0,0
"Buprenorphine","Methadone","60_64","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","60_64","Female","Active","norm",0,0
"Buprenorphine","Methadone","60_64","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","65_69","Male","Active","norm",0,0
"Buprenorphine","Methadone","65_69","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","65_69","Female","Active","norm",0,0
"Buprenorphine","Methadone","65_69","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","70_74","Male","Active","norm",0,0
"Buprenorphine","Methadone","70_74","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","70_74","Female","Active","norm",0,0
"Buprenorphine","Methadone","70_74","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","75_79","Male","Active","norm",0,0
"Buprenorphine","Methadone","75_79","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","75_79","Female","Active","norm",0,0
"Buprenorphine","Methadone","75_79","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","80_84","Male","Active","norm",0,0
"Buprenorphine","Methadone","80_84","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","80_84","Female","Active","norm",0,0
"Buprenorphine","Methadone","80_84","Female","Nonactive","norm",0,0
"Buprenorphine","Methadone","85_99","Male","Active","norm",0,0
"Buprenorphine","Methadone","85_99","Male","Nonactive","norm",0,0
"Buprenorphine","Methadone","85_99","Female","Active","norm",0,0
"Buprenorphine","Methadone","85_99","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","10_14","Male","Active","norm",0,0
"Buprenorphine","Detox","10_14","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","10_14","Female","Active","norm",0,0
"Buprenorphine","Detox","10_14","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","15_19","Male","Active","norm",0,0
"Buprenorphine","Detox","15_19","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","15_19","Female","Active","norm",0,0
"Buprenorphine","Detox","15_19","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","20_24","Male","Active","norm",0,0
"Buprenorphine","Detox","20_24","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","20_24","Female","Active","norm",0,0
"Buprenorphine","Detox","20_24","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","25_29","Male","Active","norm",0,0
"Buprenorphine","Detox","25_29","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","25_29","Female","Active","norm",0,0
"Buprenorphine","Detox","25_29","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","30_34","Male","Active","norm",0,0
"Buprenorphine","Detox","30_34","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","30_34","Female","Active","norm",0,0
"Buprenorphine","Detox","30_34","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","35_39","Male","Active","norm",0,0
"Buprenorphine","Detox","35_39","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","35_39","Female","Active","norm",0,0
"Buprenorphine","Detox","35_39","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","40_44","Male","Active","norm",0,0
"Buprenorphine","Detox","40_44","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","40_44","Female","Active","norm",0,0
"Buprenorphine","Detox","40_44","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","45_49","Male","Active","norm",0,0
"Buprenorphine","Detox","45_49","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","45_49","Female","Active","norm",0,0
"Buprenorphine","Detox","45_49","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","50_54","Male","Active","norm",0,0
"Buprenorphine","Detox","50_54","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","50_54","Female","Active","norm",0,0
"Buprenorphine","Detox","50_54","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","55_59","Male","Active","norm",0,0
"Buprenorphine","Detox","55_59","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","55_59","Female","Active","norm",0,0
"Buprenorphine","Detox","55_59","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","60_64","Male","Active","norm",0,0
"Buprenorphine","Detox","60_64","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","60_64","Female","Active","norm",0,0
"Buprenorphine","Detox","60_64","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","65_69","Male","Active","norm",0,0
"Buprenorphine","Detox","65_69","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","65_69","Female","Active","norm",0,0
"Buprenorphine","Detox","65_69","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","70_74","Male","Active","norm",0,0
"Buprenorphine","Detox","70_74","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","70_74","Female","Active","norm",0,0
"Buprenorphine","Detox","70_74","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","75_79","Male","Active","norm",0,0
"Buprenorphine","Detox","75_79","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","75_79","Female","Active","norm",0,0
"Buprenorphine","Detox","75_79","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","80_84","Male","Active","norm",0,0
"Buprenorphine","Detox","80_84","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","80_84","Female","Active","norm",0,0
"Buprenorphine","Detox","80_84","Female","Nonactive","norm",0,0
"Buprenorphine","Detox","85_99","Male","Active","norm",0,0
"Buprenorphine","Detox","85_99","Male","Nonactive","norm",0,0
"Buprenorphine","Detox","85_99","Female","Active","norm",0,0
"Buprenorphine","Detox","85_99","Female","Nonactive","norm",0,0
"Buprenorphine","Post-Buprenorphine","10_99","","Active","norm",0.032853237708914,0
"Buprenorphine","Post-Buprenorphine","10_99","","Nonactive","norm",0.032853237708914,0
"Naltrexone","No_Treatment","10_14","Male","Active","norm",0,0
"Naltrexone","No_Treatment","10_14","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","10_14","Female","Active","norm",0,0
"Naltrexone","No_Treatment","10_14","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","15_19","Male","Active","norm",0,0
"Naltrexone","No_Treatment","15_19","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","15_19","Female","Active","norm",0,0
"Naltrexone","No_Treatment","15_19","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","20_24","Male","Active","norm",0,0
"Naltrexone","No_Treatment","20_24","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","20_24","Female","Active","norm",0,0
"Naltrexone","No_Treatment","20_24","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","25_29","Male","Active","norm",0,0
"Naltrexone","No_Treatment","25_29","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","25_29","Female","Active","norm",0,0
"Naltrexone","No_Treatment","25_29","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","30_34","Male","Active","norm",0,0
"Naltrexone","No_Treatment","30_34","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","30_34","Female","Active","norm",0,0
"Naltrexone","No_Treatment","30_34","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","35_39","Male","Active","norm",0,0
"Naltrexone","No_Treatment","35_39","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","35_39","Female","Active","norm",0,0
"Naltrexone","No_Treatment","35_39","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","40_44","Male","Active","norm",0,0
"Naltrexone","No_Treatment","40_44","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","40_44","Female","Active","norm",0,0
"Naltrexone","No_Treatment","40_44","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","45_49","Male","Active","norm",0,0
"Naltrexone","No_Treatment","45_49","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","45_49","Female","Active","norm",0,0
"Naltrexone","No_Treatment","45_49","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","50_54","Male","Active","norm",0,0
"Naltrexone","No_Treatment","50_54","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","50_54","Female","Active","norm",0,0
"Naltrexone","No_Treatment","50_54","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","55_59","Male","Active","norm",0,0
"Naltrexone","No_Treatment","55_59","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","55_59","Female","Active","norm",0,0
"Naltrexone","No_Treatment","55_59","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","60_64","Male","Active","norm",0,0
"Naltrexone","No_Treatment","60_64","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","60_64","Female","Active","norm",0,0
"Naltrexone","No_Treatment","60_64","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","65_69","Male","Active","norm",0,0
"Naltrexone","No_Treatment","65_69","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","65_69","Female","Active","norm",0,0
"Naltrexone","No_Treatment","65_69","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","70_74","Male","Active","norm",0,0
"Naltrexone","No_Treatment","70_74","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","70_74","Female","Active","norm",0,0
"Naltrexone","No_Treatment","70_74","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","75_79","Male","Active","norm",0,0
"Naltrexone","No_Treatment","75_79","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","75_79","Female","Active","norm",0,0
"Naltrexone","No_Treatment","75_79","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","80_84","Male","Active","norm",0,0
"Naltrexone","No_Treatment","80_84","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","80_84","Female","Active","norm",0,0
"Naltrexone","No_Treatment","80_84","Female","Nonactive","norm",0,0
"Naltrexone","No_Treatment","85_99","Male","Active","norm",0,0
"Naltrexone","No_Treatment","85_99","Male","Nonactive","norm",0,0
"Naltrexone","No_Treatment","85_99","Female","Active","norm",0,0
"Naltrexone","No_Treatment","85_99","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","10_14","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","10_14","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","10_14","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","10_14","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","15_19","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","15_19","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","15_19","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","15_19","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","20_24","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","20_24","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","20_24","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","20_24","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","25_29","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","25_29","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","25_29","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","25_29","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","30_34","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","30_34","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","30_34","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","30_34","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","35_39","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","35_39","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","35_39","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","35_39","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","40_44","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","40_44","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","40_44","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","40_44","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","45_49","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","45_49","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","45_49","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","45_49","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","50_54","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","50_54","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","50_54","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","50_54","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","55_59","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","55_59","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","55_59","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","55_59","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","60_64","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","60_64","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","60_64","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","60_64","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","65_69","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","65_69","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","65_69","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","65_69","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","70_74","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","70_74","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","70_74","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","70_74","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","75_79","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","75_79","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","75_79","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","75_79","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","80_84","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","80_84","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","80_84","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","80_84","Female","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","85_99","Male","Active","norm",0,0
"Naltrexone","Buprenorphine","85_99","Male","Nonactive","norm",0,0
"Naltrexone","Buprenorphine","85_99","Female","Active","norm",0,0
"Naltrexone","Buprenorphine","85_99","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","10_14","Male","Active","norm",0,0
"Naltrexone","Methadone","10_14","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","10_14","Female","Active","norm",0,0
"Naltrexone","Methadone","10_14","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","15_19","Male","Active","norm",0,0
"Naltrexone","Methadone","15_19","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","15_19","Female","Active","norm",0,0
"Naltrexone","Methadone","15_19","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","20_24","Male","Active","norm",0,0
"Naltrexone","Methadone","20_24","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","20_24","Female","Active","norm",0,0
"Naltrexone","Methadone","20_24","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","25_29","Male","Active","norm",0,0
"Naltrexone","Methadone","25_29","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","25_29","Female","Active","norm",0,0
"Naltrexone","Methadone","25_29","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","30_34","Male","Active","norm",0,0
"Naltrexone","Methadone","30_34","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","30_34","Female","Active","norm",0,0
"Naltrexone","Methadone","30_34","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","35_39","Male","Active","norm",0,0
"Naltrexone","Methadone","35_39","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","35_39","Female","Active","norm",0,0
"Naltrexone","Methadone","35_39","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","40_44","Male","Active","norm",0,0
"Naltrexone","Methadone","40_44","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","40_44","Female","Active","norm",0,0
"Naltrexone","Methadone","40_44","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","45_49","Male","Active","norm",0,0
"Naltrexone","Methadone","45_49","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","45_49","Female","Active","norm",0,0
"Naltrexone","Methadone","45_49","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","50_54","Male","Active","norm",0,0
"Naltrexone","Methadone","50_54","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","50_54","Female","Active","norm",0,0
"Naltrexone","Methadone","50_54","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","55_59","Male","Active","norm",0,0
"Naltrexone","Methadone","55_59","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","55_59","Female","Active","norm",0,0
"Naltrexone","Methadone","55_59","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","60_64","Male","Active","norm",0,0
"Naltrexone","Methadone","60_64","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","60_64","Female","Active","norm",0,0
"Naltrexone","Methadone","60_64","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","65_69","Male","Active","norm",0,0
"Naltrexone","Methadone","65_69","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","65_69","Female","Active","norm",0,0
"Naltrexone","Methadone","65_69","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","70_74","Male","Active","norm",0,0
"Naltrexone","Methadone","70_74","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","70_74","Female","Active","norm",0,0
"Naltrexone","Methadone","70_74","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","75_79","Male","Active","norm",0,0
"Naltrexone","Methadone","75_79","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","75_79","Female","Active","norm",0,0
"Naltrexone","Methadone","75_79","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","80_84","Male","Active","norm",0,0
"Naltrexone","Methadone","80_84","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","80_84","Female","Active","norm",0,0
"Naltrexone","Methadone","80_84","Female","Nonactive","norm",0,0
"Naltrexone","Methadone","85_99","Male","Active","norm",0,0
"Naltrexone","Methadone","85_99","Male","Nonactive","norm",0,0
"Naltrexone","Methadone","85_99","Female","Active","norm",0,0
"Naltrexone","Methadone","85_99","Female","Nonactive","norm",0,0
"Naltrexone","Detox","10_14","Male","Active","norm",0,0
"Naltrexone","Detox","10_14","Male","Nonactive","norm",0,0
"Naltrexone","Detox","10_14","Female","Active","norm",0,0
"Naltrexone","Detox","10_14","Female","Nonactive","norm",0,0
"Naltrexone","Detox","15_19","Male","Active","norm",0,0
"Naltrexone","Detox","15_19","Male","Nonactive","norm",0,0
"Naltrexone","Detox","15_19","Female","Active","norm",0,0
"Naltrexone","Detox","15_19","Female","Nonactive","norm",0,0
"Naltrexone","Detox","20_24","Male","Active","norm",0,0
"Naltrexone","Detox","20_24","Male","Nonactive","norm",0,0
"Naltrexone","Detox","20_24","Female","Active","norm",0,0
"Naltrexone","Detox","20_24","Female","Nonactive","norm",0,0
"Naltrexone","Detox","25_29","Male","Active","norm",0,0
"Naltrexone","Detox","25_29","Male","Nonactive","norm",0,0
"Naltrexone","Detox","25_29","Female","Active","norm",0,0
"Naltrexone","Detox","25_29","Female","Nonactive","norm",0,0
"Naltrexone","Detox","30_34","Male","Active","norm",0,0
"Naltrexone","Detox","30_34","Male","Nonactive","norm",0,0
"Naltrexone","Detox","30_34","Female","Active","norm",0,0
"Naltrexone","Detox","30_34","Female","Nonactive","norm",0,0
"Naltrexone","Detox","35_39","Male","Active","norm",0,0
"Naltrexone","Detox","35_39","Male","Nonactive","norm",0,0
"Naltrexone","Detox","35_39","Female","Active","norm",0,0
"Naltrexone","Detox","35_39","Female","Nonactive","norm",0,0
"Naltrexone","Detox","40_44","Male","Active","norm",0,0
"Naltrexone","Detox","40_44","Male","Nonactive","norm",0,0
"Naltrexone","Detox","40_44","Female","Active","norm",0,0
"Naltrexone","Detox","40_44","Female","Nonactive","norm",0,0
"Naltrexone","Detox","45_49","Male","Active","norm",0,0
"Naltrexone","Detox","45_49","Male","Nonactive","norm",0,0
"Naltrexone","Detox","45_49","Female","Active","norm",0,0
"Naltrexone","Detox","45_49","Female","Nonactive","norm",0,0
"Naltrexone","Detox","50_54","Male","Active","norm",0,0
"Naltrexone","Detox","50_54","Male","Nonactive","norm",0,0
"Naltrexone","Detox","50_54","Female","Active","norm",0,0
"Naltrexone","Detox","50_54","Female","Nonactive","norm",0,0
"Naltrexone","Detox","55_59","Male","Active","norm",0,0
"Naltrexone","Detox","55_59","Male","Nonactive","norm",0,0
"Naltrexone","Detox","55_59","Female","Active","norm",0,0
"Naltrexone","Detox","55_59","Female","Nonactive","norm",0,0
"Naltrexone","Detox","60_64","Male","Active","norm",0,0
"Naltrexone","Detox","60_64","Male","Nonactive","norm",0,0
"Naltrexone","Detox","60_64","Female","Active","norm",0,0
"Naltrexone","Detox","60_64","Female","Nonactive","norm",0,0
"Naltrexone","Detox","65_69","Male","Active","norm",0,0
"Naltrexone","Detox","65_69","Male","Nonactive","norm",0,0
"Naltrexone","Detox","65_69","Female","Active","norm",0,0
"Naltrexone","Detox","65_69","Female","Nonactive","norm",0,0
"Naltrexone","Detox","70_74","Male","Active","norm",0,0
"Naltrexone","Detox","70_74","Male","Nonactive","norm",0,0
"Naltrexone","Detox","70_74","Female","Active","norm",0,0
"Naltrexone","Detox","70_74","Female","Nonactive","norm",0,0
"Naltrexone","Detox","75_79","Male","Active","norm",0,0
"Naltrexone","Detox","75_79","Male","Nonactive","norm",0,0
"Naltrexone","Detox","75_79","Female","Active","norm",0,0
"Naltrexone","Detox","75_79","Female","Nonactive","norm",0,0
"Naltrexone","Detox","80_84","Male","Active","norm",0,0
"Naltrexone","Detox","80_84","Male","Nonactive","norm",0,0
"Naltrexone","Detox","80_84","Female","Active","norm",0,0
"Naltrexone","Detox","80_84","Female","Nonactive","norm",0,0
"Naltrexone","Detox","85_99","Male","Active","norm",0,0
"Naltrexone","Detox","85_99","Male","Nonactive","norm",0,0
"Naltrexone","Detox","85_99","Female","Active","norm",0,0
"Naltrexone","Detox","85_99","Female","Nonactive","norm",0,0
"Naltrexone","Post-Naltrexone","10_99","","Active","norm",0.0712723433934351,0
"Naltrexone","Post-Naltrexone","10_99","","Nonactive","norm",0.0712723433934351,0
"Methadone","No_Treatment","10_14","Male","Active","norm",0,0
"Methadone","No_Treatment","10_14","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","10_14","Female","Active","norm",0,0
"Methadone","No_Treatment","10_14","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","15_19","Male","Active","norm",0,0
"Methadone","No_Treatment","15_19","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","15_19","Female","Active","norm",0,0
"Methadone","No_Treatment","15_19","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","20_24","Male","Active","norm",0,0
"Methadone","No_Treatment","20_24","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","20_24","Female","Active","norm",0,0
"Methadone","No_Treatment","20_24","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","25_29","Male","Active","norm",0,0
"Methadone","No_Treatment","25_29","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","25_29","Female","Active","norm",0,0
"Methadone","No_Treatment","25_29","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","30_34","Male","Active","norm",0,0
"Methadone","No_Treatment","30_34","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","30_34","Female","Active","norm",0,0
"Methadone","No_Treatment","30_34","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","35_39","Male","Active","norm",0,0
"Methadone","No_Treatment","35_39","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","35_39","Female","Active","norm",0,0
"Methadone","No_Treatment","35_39","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","40_44","Male","Active","norm",0,0
"Methadone","No_Treatment","40_44","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","40_44","Female","Active","norm",0,0
"Methadone","No_Treatment","40_44","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","45_49","Male","Active","norm",0,0
"Methadone","No_Treatment","45_49","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","45_49","Female","Active","norm",0,0
"Methadone","No_Treatment","45_49","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","50_54","Male","Active","norm",0,0
"Methadone","No_Treatment","50_54","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","50_54","Female","Active","norm",0,0
"Methadone","No_Treatment","50_54","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","55_59","Male","Active","norm",0,0
"Methadone","No_Treatment","55_59","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","55_59","Female","Active","norm",0,0
"Methadone","No_Treatment","55_59","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","60_64","Male","Active","norm",0,0
"Methadone","No_Treatment","60_64","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","60_64","Female","Active","norm",0,0
"Methadone","No_Treatment","60_64","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","65_69","Male","Active","norm",0,0
"Methadone","No_Treatment","65_69","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","65_69","Female","Active","norm",0,0
"Methadone","No_Treatment","65_69","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","70_74","Male","Active","norm",0,0
"Methadone","No_Treatment","70_74","Male","Nonactive","norm",0,0
"Methadone","No_Treatment","70_74","Female","Active","norm",0,0
"Methadone","No_Treatment","70_74","Female","Nonactive","norm",0,0
"Methadone","No_Treatment","75_79","Male","Active","norm",0,0
